gene_id	gene_version	havana_gene	havana_gene_version	gene_name	gene_biotype	gene_source
ENSG00000252595	1			RN7SKP82	misc_RNA	ensembl
ENSG00000215203	2	OTTHUMG00000160434	1	GRXCR1	protein_coding	ensembl_havana
ENSG00000248939	1	OTTHUMG00000160432	1	RP11-395F4.1	lincRNA	havana
ENSG00000250657	1	OTTHUMG00000160433	2	RP11-1E6.1	processed_transcript	havana
ENSG00000277096	1	OTTHUMG00000187576	1	RP11-324J13.3	processed_pseudogene	havana
ENSG00000213851	3	OTTHUMG00000157460	1	RP11-324J13.1	processed_pseudogene	havana
ENSG00000248143	1	OTTHUMG00000160455	1	RP11-324J13.2	lincRNA	havana
ENSG00000251501	1	OTTHUMG00000160445	1	RP11-466J24.1	processed_pseudogene	havana
ENSG00000239464	3			RN7SL691P	misc_RNA	ensembl
ENSG00000239679	3			RN7SL193P	misc_RNA	ensembl
ENSG00000124399	4	OTTHUMG00000160452	1	NDUFB4P12	processed_pseudogene	havana
ENSG00000250863	1	OTTHUMG00000160444	1	RP11-663P9.1	lincRNA	havana
ENSG00000251350	1	OTTHUMG00000160456	2	LVCAT1	lincRNA	havana
ENSG00000183783	6	OTTHUMG00000099409	3	KCTD8	protein_coding	havana
ENSG00000251159	1	OTTHUMG00000160573	1	RP11-500G9.1	processed_pseudogene	havana
ENSG00000177752	14	OTTHUMG00000160467	7	YIPF7	protein_coding	ensembl_havana
ENSG00000151806	13	OTTHUMG00000128608	10	GUF1	protein_coding	ensembl_havana
ENSG00000163281	11	OTTHUMG00000099415	6	GNPDA2	protein_coding	ensembl_havana
ENSG00000273369	1	OTTHUMG00000186267	1	RP11-700J17.1	antisense	havana
ENSG00000272936	1	OTTHUMG00000186268	1	RP11-700J17.2	antisense	havana
ENSG00000249729	2	OTTHUMG00000162176	2	RP11-55C6.1	processed_pseudogene	havana
ENSG00000248987	2	OTTHUMG00000162177	2	PRDX4P1	processed_pseudogene	havana
ENSG00000275959	1	OTTHUMG00000187577	1	RP11-362I1.2	processed_pseudogene	havana
ENSG00000248744	1	OTTHUMG00000160568	2	RP11-362I1.1	lincRNA	havana
ENSG00000248320	1	OTTHUMG00000160567	3	THAP12P9	processed_pseudogene	havana
ENSG00000224560	3	OTTHUMG00000160566	2	RP11-270L13.1	processed_pseudogene	havana
ENSG00000200720	1			RNU6-931P	snRNA	ensembl
ENSG00000222257	1			RN7SKP199	misc_RNA	ensembl
ENSG00000163285	7	OTTHUMG00000128609	1	GABRG1	protein_coding	ensembl_havana
ENSG00000260878	1	OTTHUMG00000176306	1	RP11-320H14.1	sense_overlapping	havana
ENSG00000151834	15	OTTHUMG00000044266	8	GABRA2	protein_coding	ensembl_havana
ENSG00000249330	1	OTTHUMG00000160519	1	RP11-436F23.1	antisense	havana
ENSG00000252243	1			RNU6-412P	snRNA	ensembl
ENSG00000249936	3	OTTHUMG00000160545	1	RAC1P2	processed_pseudogene	havana
ENSG00000170516	16	OTTHUMG00000099423	4	COX7B2	protein_coding	ensembl_havana
ENSG00000109158	10	OTTHUMG00000099431	5	GABRA4	protein_coding	ensembl_havana
ENSG00000163288	13	OTTHUMG00000044269	6	GABRB1	protein_coding	ensembl_havana
ENSG00000260918	1	OTTHUMG00000175912	2	RP11-731J8.2	sense_overlapping	havana
ENSG00000169019	10	OTTHUMG00000099435	3	COMMD8	protein_coding	ensembl_havana
ENSG00000282904	1	OTTHUMG00000191559	1	RP11-731J8.3	bidirectional_promoter_lncRNA	havana
ENSG00000145246	13	OTTHUMG00000160784	3	ATP10D	protein_coding	ensembl_havana
ENSG00000242431	2	OTTHUMG00000157464	2	RP11-731J8.1	processed_pseudogene	havana
ENSG00000248254	1	OTTHUMG00000099437	6	AC092597.3	antisense	havana
ENSG00000145244	11	OTTHUMG00000099441	3	CORIN	protein_coding	ensembl_havana
ENSG00000277388	1			MIR8053	miRNA	mirbase
ENSG00000242262	1	OTTHUMG00000157465	1	RP11-100N21.1	processed_pseudogene	havana
ENSG00000282917	1	OTTHUMG00000191558	1	RP11-121C2.3	antisense	havana
ENSG00000259959	1	OTTHUMG00000176325	1	RP11-121C2.2	lincRNA	havana
ENSG00000170448	11	OTTHUMG00000128621	4	NFXL1	protein_coding	ensembl_havana
ENSG00000163293	11	OTTHUMG00000128622	10	NIPAL1	protein_coding	ensembl_havana
ENSG00000198515	13	OTTHUMG00000160668	11	CNGA1	protein_coding	ensembl_havana
ENSG00000074966	10	OTTHUMG00000102065	8	TXK	protein_coding	ensembl_havana
ENSG00000200269	1			RNU6-838P	snRNA	ensembl
ENSG00000283499	1			U6	snRNA	ensembl
ENSG00000135605	12	OTTHUMG00000128623	8	TEC	protein_coding	ensembl_havana
ENSG00000202014	1			Y_RNA	misc_RNA	ensembl
ENSG00000109171	14	OTTHUMG00000161701	8	SLAIN2	protein_coding	ensembl_havana
ENSG00000145248	6	OTTHUMG00000102092	4	SLC10A4	protein_coding	ensembl_havana
ENSG00000182223	7	OTTHUMG00000102093	6	ZAR1	protein_coding	ensembl_havana
ENSG00000075539	13	OTTHUMG00000160608	14	FRYL	protein_coding	ensembl_havana
ENSG00000251722	1			RNU5E-3P	snRNA	ensembl
ENSG00000109180	14	OTTHUMG00000102095	19	OCIAD1	protein_coding	ensembl_havana
ENSG00000248256	1	OTTHUMG00000163197	1	OCIAD1-AS1	antisense	havana
ENSG00000145247	11	OTTHUMG00000128626	34	OCIAD2	protein_coding	ensembl_havana
ENSG00000252913	1			RNU6-158P	snRNA	ensembl
ENSG00000251334	2	OTTHUMG00000163194	2	RP11-317G22.2	processed_pseudogene	havana
ENSG00000109182	11	OTTHUMG00000128627	7	CWH43	protein_coding	ensembl_havana
ENSG00000225455	3	OTTHUMG00000160137	2	TPI1P4	processed_pseudogene	havana
ENSG00000249828	2	OTTHUMG00000163193	2	RP11-1281K21.2	processed_pseudogene	havana
ENSG00000249079	1	OTTHUMG00000163196	1	RP11-1281K21.3	processed_pseudogene	havana
ENSG00000280043	1	OTTHUMG00000176309	1	RP11-1281K21.8	TEC	havana
ENSG00000250016	2	OTTHUMG00000163198	2	SNX18P23	processed_pseudogene	havana
ENSG00000237961	4	OTTHUMG00000160609	2	RP11-1281K21.1	processed_pseudogene	havana
ENSG00000268736	1	OTTHUMG00000163199	2	MTCO3P39	processed_pseudogene	havana
ENSG00000248946	2	OTTHUMG00000163192	2	MTND3P22	processed_pseudogene	havana
ENSG00000248583	1	OTTHUMG00000160594	1	RP11-241F15.1	unprocessed_pseudogene	havana
ENSG00000251056	1	OTTHUMG00000160600	1	ANKRD20A17P	unprocessed_pseudogene	havana
ENSG00000250769	2	OTTHUMG00000160597	2	RP11-241F15.3	processed_pseudogene	havana
ENSG00000248532	2	OTTHUMG00000160592	2	RP11-241F15.5	processed_pseudogene	havana
ENSG00000269848	1	OTTHUMG00000182824	1	RP11-1281K21.9	processed_pseudogene	havana
ENSG00000268967	1	OTTHUMG00000182825	1	RP11-1281K21.10	processed_pseudogene	havana
ENSG00000268391	1	OTTHUMG00000160595	2	MTCO3P42	processed_pseudogene	havana
ENSG00000232471	3	OTTHUMG00000160599	1	RP11-241F15.7	unprocessed_pseudogene	havana
ENSG00000251630	1	OTTHUMG00000160596	1	RP11-241F15.9	processed_pseudogene	havana
ENSG00000251539	1	OTTHUMG00000160598	1	SNX18P24	processed_pseudogene	havana
ENSG00000250753	2	OTTHUMG00000160590	2	RP11-241F15.10	processed_pseudogene	havana
ENSG00000249337	2	OTTHUMG00000160593	2	SNX18P25	processed_pseudogene	havana
ENSG00000109184	14	OTTHUMG00000128700	7	DCUN1D4	protein_coding	ensembl_havana
ENSG00000250473	1	OTTHUMG00000160621	1	DUTP7	processed_pseudogene	havana
ENSG00000272576	1	OTTHUMG00000186275	1	RP11-365H22.2	lincRNA	havana
ENSG00000243929	1	OTTHUMG00000157468	1	RP11-61F5.1	processed_pseudogene	havana
ENSG00000188993	3	OTTHUMG00000160623	1	LRRC66	protein_coding	ensembl_havana
ENSG00000163069	12	OTTHUMG00000128697	2	SGCB	protein_coding	ensembl_havana
ENSG00000251040	1	OTTHUMG00000160622	1	RP11-535C7.1	lincRNA	havana
ENSG00000163071	10	OTTHUMG00000128698	2	SPATA18	protein_coding	ensembl_havana
ENSG00000251286	2	OTTHUMG00000160638	2	RP11-588F10.1	processed_pseudogene	havana
ENSG00000199924	1			RNU6-1252P	snRNA	ensembl
ENSG00000109189	12	OTTHUMG00000160640	3	USP46	protein_coding	ensembl_havana
ENSG00000248866	1	OTTHUMG00000160639	1	USP46-AS1	lincRNA	havana
ENSG00000260120	1	OTTHUMG00000176307	1	RP11-177B4.2	lincRNA	havana
ENSG00000226950	6	OTTHUMG00000154670	3	DANCR	processed_transcript	havana
ENSG00000264585	1			MIR4449	miRNA	mirbase
ENSG00000212588	1			SNORA26	snoRNA	ensembl
ENSG00000248375	1	OTTHUMG00000160637	1	RP11-177B4.1	processed_pseudogene	havana
ENSG00000226887	7	OTTHUMG00000150366	3	ERVMER34-1	protein_coding	ensembl_havana
ENSG00000212490	1			SNORA26	snoRNA	ensembl
ENSG00000199901	1			Y_RNA	misc_RNA	ensembl
ENSG00000250302	1	OTTHUMG00000160696	2	LINC01618	lincRNA	havana
ENSG00000128045	6	OTTHUMG00000102097	4	RASL11B	protein_coding	ensembl_havana
ENSG00000184178	15	OTTHUMG00000160588	6	SCFD2	protein_coding	ensembl_havana
ENSG00000248115	1	OTTHUMG00000160692	1	RP11-752D24.2	antisense	havana
ENSG00000207385	1			RNU6-310P	snRNA	ensembl
ENSG00000145216	15	OTTHUMG00000128701	3	FIP1L1	protein_coding	ensembl_havana
ENSG00000282278	1	OTTHUMG00000190741	2	RP11-231C18.3	protein_coding	havana
ENSG00000072201	13	OTTHUMG00000102099	4	LNX1	protein_coding	ensembl_havana
ENSG00000250930	5	OTTHUMG00000160644	1	LNX1-AS1	antisense	havana
ENSG00000173966	7	OTTHUMG00000160649	1	RP11-18M17.1	processed_pseudogene	havana
ENSG00000248494	1	OTTHUMG00000160646	1	LNX1-AS2	sense_intronic	havana
ENSG00000249341	1	OTTHUMG00000160650	1	RP11-317M11.1	sense_intronic	havana
ENSG00000249706	1	OTTHUMG00000160643	1	RP11-89B16.1	sense_intronic	havana
ENSG00000250815	1	OTTHUMG00000160641	1	RP11-89B16.2	processed_pseudogene	havana
ENSG00000229585	4	OTTHUMG00000157449	3	RPL21P44	processed_pseudogene	havana
ENSG00000272650	1	OTTHUMG00000186276	1	RP11-571I18.4	lincRNA	havana
ENSG00000109220	10	OTTHUMG00000102101	2	CHIC2	protein_coding	ensembl_havana
ENSG00000269506	2	OTTHUMG00000187187	1	RP11-571I18.5	antisense	havana
ENSG00000251105	1	OTTHUMG00000160647	1	RP11-571I18.2	processed_pseudogene	havana
ENSG00000250147	1	OTTHUMG00000160642	1	MORF4L2P1	processed_pseudogene	havana
ENSG00000180613	10	OTTHUMG00000128696	3	GSX2	protein_coding	ensembl_havana
ENSG00000242670	1	OTTHUMG00000157470	1	RP11-601I15.1	processed_pseudogene	havana
ENSG00000134853	11	OTTHUMG00000128699	5	PDGFRA	protein_coding	ensembl_havana
ENSG00000248184	1	OTTHUMG00000160645	1	RP11-231C18.1	lincRNA	havana
ENSG00000248518	1	OTTHUMG00000160648	1	RP11-231C18.2	lincRNA	havana
ENSG00000251264	1	OTTHUMG00000160611	1	RP11-545H22.1	lincRNA	havana
ENSG00000250456	1	OTTHUMG00000161130	1	AC006552.1	lincRNA	havana
ENSG00000157404	15	OTTHUMG00000128713	3	KIT	protein_coding	ensembl_havana
ENSG00000249727	1	OTTHUMG00000160615	1	RP11-273B19.2	lincRNA	havana
ENSG00000251256	1	OTTHUMG00000160614	1	RP11-273B19.1	lincRNA	havana
ENSG00000248317	1	OTTHUMG00000160654	2	RP11-463H12.2	lincRNA	havana
ENSG00000244422	3	OTTHUMG00000157473	3	RPL38P3	processed_pseudogene	havana
ENSG00000252815	1			RNU6-410P	snRNA	ensembl
ENSG00000250646	1	OTTHUMG00000160651	2	RP11-530I17.1	antisense	havana
ENSG00000244034	3			RN7SL424P	misc_RNA	ensembl
ENSG00000128052	8	OTTHUMG00000128734	2	KDR	protein_coding	ensembl_havana
ENSG00000239545	3			RN7SL822P	misc_RNA	ensembl
ENSG00000250812	2	OTTHUMG00000160656	2	RP11-530I17.2	processed_pseudogene	havana
ENSG00000206839	1			RNU6-746P	snRNA	ensembl
ENSG00000250464	1	OTTHUMG00000160652	2	LRRC34P2	processed_pseudogene	havana
ENSG00000128039	10	OTTHUMG00000128733	2	SRD5A3	protein_coding	ensembl_havana
ENSG00000251111	2	OTTHUMG00000160653	2	FCF1P8	processed_pseudogene	havana
ENSG00000249700	8	OTTHUMG00000160655	8	SRD5A3-AS1	processed_transcript	havana
ENSG00000273257	1	OTTHUMG00000186277	1	RP11-177J6.1	lincRNA	havana
ENSG00000134851	12	OTTHUMG00000128735	6	TMEM165	protein_coding	ensembl_havana
ENSG00000239040	1			Y_RNA	misc_RNA	ensembl
ENSG00000134852	14	OTTHUMG00000102141	6	CLOCK	protein_coding	ensembl_havana
ENSG00000238585	1			Y_RNA	misc_RNA	ensembl
ENSG00000223305	1			RN7SKP30	misc_RNA	ensembl
ENSG00000272969	1	OTTHUMG00000186305	1	RP11-528I4.2	antisense	havana
ENSG00000163440	11	OTTHUMG00000160674	1	PDCL2	protein_coding	ensembl_havana
ENSG00000109255	11	OTTHUMG00000102161	4	NMU	protein_coding	ensembl_havana
ENSG00000251923	1			RNU6-276P	snRNA	ensembl
ENSG00000250821	2	OTTHUMG00000160694	2	RP11-345F18.1	protein_coding	havana
ENSG00000090989	17	OTTHUMG00000102165	4	EXOC1	protein_coding	ensembl_havana
ENSG00000202358	1			RNU6-652P	snRNA	ensembl
ENSG00000174799	10	OTTHUMG00000160748	2	CEP135	protein_coding	ensembl_havana
ENSG00000109265	13	OTTHUMG00000160749	6	KIAA1211	protein_coding	ensembl_havana
ENSG00000200741	1			RNA5SP161	rRNA	ensembl
ENSG00000252489	1			RNU6-197P	snRNA	ensembl
ENSG00000250324	2	OTTHUMG00000160812	2	MRPL22P1	processed_pseudogene	havana
ENSG00000157426	13	OTTHUMG00000128841	5	AASDH	protein_coding	ensembl_havana
ENSG00000242083	2	OTTHUMG00000157477	2	RPL7AP31	processed_pseudogene	havana
ENSG00000269921	1	OTTHUMG00000183997	1	RP11-646I6.5	lincRNA	havana
ENSG00000128059	8	OTTHUMG00000128842	2	PPAT	protein_coding	ensembl_havana
ENSG00000270147	1	OTTHUMG00000183998	1	RP11-646I6.6	lincRNA	havana
ENSG00000283156	1	OTTHUMG00000160757	2	RP11-646I6.3	transcribed_unprocessed_pseudogene	havana
ENSG00000128050	8	OTTHUMG00000160957	4	PAICS	protein_coding	ensembl_havana
ENSG00000174780	15	OTTHUMG00000128843	12	SRP72	protein_coding	ensembl_havana
ENSG00000196503	2	OTTHUMG00000184000	1	ARL9	protein_coding	ensembl_havana
ENSG00000249693	2	OTTHUMG00000160770	2	THEGL	protein_coding	ensembl_havana
ENSG00000248590	2	OTTHUMG00000160768	4	GLDCP1	transcribed_processed_pseudogene	havana
ENSG00000171476	21	OTTHUMG00000128768	15	HOPX	protein_coding	ensembl_havana
ENSG00000280285	1	OTTHUMG00000185293	1	RP11-630A13.4	TEC	havana
ENSG00000241250	1	OTTHUMG00000157478	1	RPL17P20	processed_pseudogene	havana
ENSG00000227040	4	OTTHUMG00000160796	1	RP11-533F5.2	processed_pseudogene	havana
ENSG00000240545	3			RN7SL492P	misc_RNA	ensembl
ENSG00000265894	2			RN7SL357P	misc_RNA	ensembl
ENSG00000128040	10	OTTHUMG00000128769	2	SPINK2	protein_coding	ensembl_havana
ENSG00000278226	1			Metazoa_SRP	misc_RNA	ensembl
ENSG00000251799	1			Y_RNA	misc_RNA	ensembl
ENSG00000084093	15	OTTHUMG00000128770	2	REST	protein_coding	ensembl_havana
ENSG00000269949	1	OTTHUMG00000184001	1	RP11-738E22.3	lincRNA	havana
ENSG00000084092	6	OTTHUMG00000128773	3	NOA1	protein_coding	ensembl_havana
ENSG00000047315	14	OTTHUMG00000128771	7	POLR2B	protein_coding	ensembl_havana
ENSG00000251703	1			RNU6-998P	snRNA	ensembl
ENSG00000163453	11	OTTHUMG00000128772	2	IGFBP7	protein_coding	ensembl_havana
ENSG00000250384	1	OTTHUMG00000160776	1	UBE2CP3	processed_pseudogene	havana
ENSG00000245067	6	OTTHUMG00000161143	4	IGFBP7-AS1	antisense	havana
ENSG00000250192	1	OTTHUMG00000162167	1	RP11-300M6.1	lincRNA	havana
ENSG00000243920	2	OTTHUMG00000157479	4	RPS26P24	processed_pseudogene	havana
ENSG00000248505	1	OTTHUMG00000160663	3	RP11-319E12.1	lincRNA	havana
ENSG00000251459	1	OTTHUMG00000161225	2	RP11-319E12.2	lincRNA	havana
ENSG00000251049	2	OTTHUMG00000162168	2	RP11-685F15.1	lincRNA	havana
ENSG00000250333	1	OTTHUMG00000161707	1	RP11-4O3.1	lincRNA	havana
ENSG00000249831	2	OTTHUMG00000162318	3	RP11-4O3.2	lincRNA	havana
ENSG00000248660	1	OTTHUMG00000160660	1	SRIP1	processed_pseudogene	havana
ENSG00000249105	2	OTTHUMG00000160662	4	RP11-25L5.2	processed_pseudogene	havana
ENSG00000250340	1	OTTHUMG00000161708	1	RP11-577G20.1	lincRNA	havana
ENSG00000250078	1	OTTHUMG00000161714	1	RP11-577G20.2	lincRNA	havana
ENSG00000251339	5	OTTHUMG00000161226	3	RP11-506N2.1	lincRNA	havana
ENSG00000251266	1	OTTHUMG00000161247	2	RP11-340A13.2	lincRNA	havana
ENSG00000249382	2	OTTHUMG00000161246	3	RP11-340A13.1	processed_transcript	havana
ENSG00000250375	2	OTTHUMG00000161727	2	RP11-340A13.3	lincRNA	havana
ENSG00000249111	1	OTTHUMG00000161728	1	RP11-622J8.1	lincRNA	havana
ENSG00000199780	1			Y_RNA	misc_RNA	ensembl
ENSG00000249392	1	OTTHUMG00000161730	1	RP11-725D20.1	lincRNA	havana
ENSG00000249892	1	OTTHUMG00000161731	2	RP11-525J21.1	lincRNA	havana
ENSG00000201676	1			Y_RNA	misc_RNA	ensembl
ENSG00000201775	1			RNU6-1325P	snRNA	ensembl
ENSG00000283043	1	OTTHUMG00000191508	1	RP11-284H12.1	processed_pseudogene	havana
ENSG00000249066	1	OTTHUMG00000161732	1	RP11-593F5.2	lincRNA	havana
ENSG00000248237	2	OTTHUMG00000160658	2	RP11-593F5.1	processed_pseudogene	havana
ENSG00000265829	1			MIR548AG1	miRNA	mirbase
ENSG00000240152	2	OTTHUMG00000160657	1	RP11-16N2.1	lincRNA	havana
ENSG00000150471	16	OTTHUMG00000160690	2	ADGRL3	protein_coding	havana
ENSG00000241261	1	OTTHUMG00000157483	1	RPL17P19	processed_pseudogene	havana
ENSG00000205682	2	OTTHUMG00000160689	1	RP11-798L4.1	lincRNA	havana
ENSG00000226439	3	OTTHUMG00000157484	1	RP11-621K7.1	processed_pseudogene	havana
ENSG00000202169	1			Y_RNA	misc_RNA	ensembl
ENSG00000248692	5	OTTHUMG00000160691	1	ADGRL3-AS1	antisense	havana
ENSG00000225405	3	OTTHUMG00000157485	1	RPS15AP17	processed_pseudogene	havana
ENSG00000241344	1	OTTHUMG00000157487	1	RPL21P47	processed_pseudogene	havana
ENSG00000250249	2	OTTHUMG00000160688	2	RP11-30P21.2	processed_pseudogene	havana
ENSG00000248847	2	OTTHUMG00000160669	2	RP11-26C10.1	processed_pseudogene	havana
ENSG00000248336	1	OTTHUMG00000162341	1	HMGN1P11	processed_pseudogene	havana
ENSG00000180673	9	OTTHUMG00000160716	2	EXOC5P1	processed_pseudogene	havana
ENSG00000251055	2	OTTHUMG00000162339	2	RP11-257A22.1	lincRNA	havana
ENSG00000231442	3	OTTHUMG00000160671	3	LARP1BP1	processed_pseudogene	havana
ENSG00000250775	1	OTTHUMG00000161737	1	RP11-12K22.1	lincRNA	havana
ENSG00000205678	7	OTTHUMG00000160680	7	TECRL	protein_coding	ensembl_havana
ENSG00000252104	1			RNU6-191P	snRNA	ensembl
ENSG00000250768	1	OTTHUMG00000160714	3	DPP3P1	processed_pseudogene	havana
ENSG00000251430	1	OTTHUMG00000162345	2	MTCO3P27	unprocessed_pseudogene	havana
ENSG00000251385	2	OTTHUMG00000162338	3	MTCYBP16	processed_pseudogene	havana
ENSG00000249893	1	OTTHUMG00000162340	1	MTND6P16	unprocessed_pseudogene	havana
ENSG00000250169	1	OTTHUMG00000162346	2	MTND5P13	processed_pseudogene	havana
ENSG00000248259	1	OTTHUMG00000162343	2	MTND4LP31	unprocessed_pseudogene	havana
ENSG00000249045	1	OTTHUMG00000162342	2	MTND3P24	unprocessed_pseudogene	havana
ENSG00000248328	1	OTTHUMG00000162344	1	MTCO3P28	unprocessed_pseudogene	havana
ENSG00000244669	1	OTTHUMG00000157490	1	RP11-158O16.1	processed_pseudogene	havana
ENSG00000250125	1	OTTHUMG00000160703	1	RP11-707A18.1	lincRNA	havana
ENSG00000248447	2	OTTHUMG00000160704	2	RP11-633G11.1	processed_pseudogene	havana
ENSG00000248998	2	OTTHUMG00000160702	2	EFTUD1P2	processed_pseudogene	havana
ENSG00000249351	2	OTTHUMG00000160701	2	RP11-498E11.2	processed_pseudogene	havana
ENSG00000145242	13	OTTHUMG00000129273	4	EPHA5	protein_coding	ensembl_havana
ENSG00000243199	1	OTTHUMG00000157492	1	RP11-408P14.1	processed_pseudogene	havana
ENSG00000250846	6	OTTHUMG00000161982	1	EPHA5-AS1	lincRNA	havana
ENSG00000248479	1	OTTHUMG00000160709	1	RP11-807H7.2	lincRNA	havana
ENSG00000222765	1			RNU2-40P	snRNA	ensembl
ENSG00000251527	1	OTTHUMG00000160708	1	RP11-51P8.1	lincRNA	havana
ENSG00000249413	2	OTTHUMG00000185534	1	RP11-25H12.1	lincRNA	havana
ENSG00000272304	1	OTTHUMG00000160711	1	RP11-19C24.1	lincRNA	havana
ENSG00000236562	4	OTTHUMG00000160707	1	RP11-396M11.1	processed_pseudogene	havana
ENSG00000221563	1			MIR1269A	miRNA	mirbase
ENSG00000244099	1	OTTHUMG00000157494	1	RPS23P3	processed_pseudogene	havana
ENSG00000252890	1			RNU6-699P	snRNA	ensembl
ENSG00000250075	5	OTTHUMG00000160726	3	RP11-584P21.2	lincRNA	havana
ENSG00000206629	1			RNU1-63P	snRNA	ensembl
ENSG00000274759	1			5S_rRNA	rRNA	ensembl
ENSG00000250030	2	OTTHUMG00000160747	3	RP11-584P21.4	processed_pseudogene	havana
ENSG00000145241	10	OTTHUMG00000160735	4	CENPC	protein_coding	ensembl_havana
ENSG00000035720	7	OTTHUMG00000129304	1	STAP1	protein_coding	ensembl_havana
ENSG00000279464	1	OTTHUMG00000176312	1	RP11-17P16.1	TEC	havana
ENSG00000033178	12	OTTHUMG00000129299	6	UBA6	protein_coding	ensembl_havana
ENSG00000270257	1	OTTHUMG00000184313	1	RP11-17P16.2	processed_pseudogene	havana
ENSG00000248049	6	OTTHUMG00000160769	4	UBA6-AS1	antisense	havana
ENSG00000250656	2	OTTHUMG00000160778	2	ST3GAL1P1	processed_pseudogene	havana
ENSG00000270228	1	OTTHUMG00000184936	1	RP11-453E17.3	processed_pseudogene	havana
ENSG00000270292	1	OTTHUMG00000184938	1	RP11-453E17.4	processed_pseudogene	havana
ENSG00000109163	6	OTTHUMG00000129302	2	GNRHR	protein_coding	ensembl_havana
ENSG00000202374	1			SNORA62	snoRNA	ensembl
ENSG00000232398	1	OTTHUMG00000154681	1	TMPRSS11CP	unprocessed_pseudogene	havana
ENSG00000153802	11	OTTHUMG00000129300	5	TMPRSS11D	protein_coding	ensembl_havana
ENSG00000187054	15	OTTHUMG00000129303	4	TMPRSS11A	protein_coding	ensembl_havana
ENSG00000229009	7	OTTHUMG00000154737	3	TMPRSS11GP	transcribed_unprocessed_pseudogene	havana
ENSG00000207428	1			RNU6-95P	snRNA	ensembl
ENSG00000227725	3	OTTHUMG00000160803	1	GCOM2	processed_pseudogene	havana
ENSG00000283131	1	OTTHUMG00000191786	1	MTND2P41	unprocessed_pseudogene	havana
ENSG00000198092	5	OTTHUMG00000129307	1	TMPRSS11F	protein_coding	ensembl_havana
ENSG00000215127	6	OTTHUMG00000157371	2	SYT14P1	transcribed_processed_pseudogene	havana
ENSG00000250426	2	OTTHUMG00000160804	4	FTLP10	transcribed_processed_pseudogene	havana
ENSG00000250026	5	OTTHUMG00000160802	5	TMPRSS11BNL	transcribed_unprocessed_pseudogene	havana
ENSG00000185873	7	OTTHUMG00000129301	2	TMPRSS11B	protein_coding	ensembl_havana
ENSG00000250642	3	OTTHUMG00000160820	3	RP11-642E20.5	unprocessed_pseudogene	havana
ENSG00000248639	2	OTTHUMG00000161658	2	RP11-642E20.2	processed_pseudogene	havana
ENSG00000249531	2	OTTHUMG00000160816	2	RP11-642E20.3	processed_pseudogene	havana
ENSG00000248122	1	OTTHUMG00000160819	1	APOOP4	processed_pseudogene	havana
ENSG00000083896	12	OTTHUMG00000129306	5	YTHDC1	protein_coding	ensembl_havana
ENSG00000162840	4	OTTHUMG00000160744	1	MT2P1	processed_pseudogene	havana
ENSG00000087128	9	OTTHUMG00000160438	1	TMPRSS11E	protein_coding	ensembl_havana
ENSG00000250566	1	OTTHUMG00000160743	1	UGT2B29P	unprocessed_pseudogene	havana
ENSG00000197888	2	OTTHUMG00000129305	1	UGT2B17	protein_coding	ensembl_havana
ENSG00000249472	1	OTTHUMG00000161518	1	RP11-1267H10.2	processed_pseudogene	havana
ENSG00000251101	1	OTTHUMG00000161516	1	RP11-1267H10.1	processed_pseudogene	havana
ENSG00000251074	1	OTTHUMG00000161501	1	RP11-1267H10.3	unprocessed_pseudogene	havana
ENSG00000196620	9	OTTHUMG00000161507	1	UGT2B15	protein_coding	ensembl_havana
ENSG00000248635	1	OTTHUMG00000161503	1	RP11-1267H10.4	unprocessed_pseudogene	havana
ENSG00000250376	1	OTTHUMG00000161502	1	CTD-2005D20.1	unprocessed_pseudogene	havana
ENSG00000251236	1	OTTHUMG00000161504	1	RP11-468N14.1	unprocessed_pseudogene	havana
ENSG00000109181	11	OTTHUMG00000161505	1	UGT2B10	protein_coding	ensembl_havana
ENSG00000251424	1	OTTHUMG00000161510	1	RP11-468N14.3	unprocessed_pseudogene	havana
ENSG00000249235	1	OTTHUMG00000161500	1	RP11-468N14.4	unprocessed_pseudogene	havana
ENSG00000251529	1	OTTHUMG00000161511	1	RP11-468N14.5	unprocessed_pseudogene	havana
ENSG00000248547	2	OTTHUMG00000161519	2	RP11-468N14.6	processed_pseudogene	havana
ENSG00000248613	1	OTTHUMG00000161512	1	RP11-468N14.7	unprocessed_pseudogene	havana
ENSG00000272626	1	OTTHUMG00000186291	1	RP11-468N14.13	lincRNA	havana
ENSG00000249985	1	OTTHUMG00000161506	1	RP11-468N14.8	unprocessed_pseudogene	havana
ENSG00000198277	6	OTTHUMG00000161508	1	RP11-468N14.09	unprocessed_pseudogene	havana
ENSG00000135220	10	OTTHUMG00000129408	2	UGT2A3	protein_coding	ensembl_havana
ENSG00000251498	1	OTTHUMG00000161515	1	RP11-468N14.10	unprocessed_pseudogene	havana
ENSG00000249735	1	OTTHUMG00000161499	1	RP11-468N14.12	unprocessed_pseudogene	havana
ENSG00000250277	2	OTTHUMG00000161517	2	RP11-468N14.11	processed_pseudogene	havana
ENSG00000251685	3	OTTHUMG00000161513	1	UGT2B27P	unprocessed_pseudogene	havana
ENSG00000249890	1	OTTHUMG00000161509	1	RP11-813N20.2	unprocessed_pseudogene	havana
ENSG00000250919	1	OTTHUMG00000161514	1	UGT2B26P	unprocessed_pseudogene	havana
